,0
354,hudson bay writeoff mainli due dome stake bay co said writeoff mln dlr dlr per share took mainli due invest dome petroleum ltd compani report oper profit mln dlr ct per share fiscal compar oper loss dlr dlr per share previou year hudson bay hold four mln share dome pct seri one cumul subordin convert prefer share last march dome suspend payment dividend prefer share june share give holder right convert dome common share dlr per share dome right forc convers dome common reach dlr per share dome trade dlr per share one ct today toronto stock exchang hudson bay also said increas retail oper profit mln dlr mln dlr partial offset increas mln dlr interest cost mln dlr tax hudson bay also said markborough properti subsidiari oper profit mln dlr mln dlr year profit nonmarkborough real estat mln dlr mln dlr year ago oper profit natur resourc mln dlr mln dlr prior year pension cost reduc mln dlr due account chang total debt declin year mln dlr billion dlr debt equiti ratio improv one one
355,ohio edison sell pct nuclear interest mln dlr ohio edison sell pct nuclear interest mln dlr
356,taiwan industri output fall currenc blame taiwan industri product index fell larg result rise taiwan dollar pct base februari revis januari economi ministri said second consecut monthli fall drop nine pct januari still pct februari follow extend rise last year januari figur revis preliminari ministri offici attribut declin fall product nonmet product textil transport equip le mine hous construct offici said declin also caus fall export februari due climb taiwan dollar made taiwanes product expens expect declin continu next month appreci local dollar u currenc taiwan dollar advanc pct u dollar sinc septemb close u dollar today expect rise dollar end year foreign banker economist said
357,balladur insist mainten louvr accord french financ minist edouard balladur issu firm call continu faith applic louvr accord currenc stabil major industri countri balladur respond weekend remark u treasuri secretari jame baker u would take anoth look accord said firmli desir faithful firm adher major industri countri louvr accord letter spirit sunday baker said last week rise shortterm west german interest rate keep accord louvr accord agre pari last februari call stabil among major currenc prolong dollar slide accord reaffirm group seven financ minist washington last month baker said weekend west german rate rise keep spirit agre im realli say expect u simpli sit back accept increas tighten part assumpt somehow go follow ad
358,two hundr peopl rescu sink ferri peopl rescu badli hurt sink cross channel ferri carri approxim peopl belgian port zeebrugg port control spokesman said spokesman contact telephon said one third car ferri herald free enterpris own british compani townsend thoresen remain water diver sent tri rescu passeng believ trap ferri way zeebrugg english port dover capsiz pier ad
359,japan crusher start april u soybean buy japanes crusher start buy u soybean april shipment recent made purchas tonn trade sourc said sourc said could estim total volum purchas april ship japan crush program april june unclear predict earlier crusher april shipment u bean purchas would drop monthli averag tonn due low soybean meal price
360,u gold product rose decemb u mine product gold rose troy ounc decemb ounc novemb u interior depart bureau mine said u import gold decemb ounc v ounc novemb ounc decemb gold export total ounc decemb v novemb ounc ounc decemb year earlier mine product gold month period jandec total ounc v ounc period gold import jandec total ounc v ounc period export stood ounc ounc respect period bureau said
361,senat panel studi loan rate set asid plan senat agricultur committe expect consid propos would limit adjust counti loan rate differenti trigger larger corn wheat acreag reduct requir senat staff said budgetsav propos draft chairman patrick leahi dvt would limit adjust counti loan rate differenti one pct per year nation averag loan rate start crop plan also would allow agricultur secretari increas unpaid acreag reduct requir corn appropri amount gener save project corn stock exceed billion bushel leahi propos would also allow larger wheat set asid project stock surpass billion bushel
362,fed set overnight system repurchas fed say fed set overnight system repurchas fed say
363,finnish unemploy pct decemb finnish unemploy pct decemb last year compar pct novemb pct decemb central statist offic said said peopl unemploy decemb novemb decemb
364,u wheat grower want eep soviet union u nation associ wheat grower nawg urg reagan administr offer soviet union wheat export enhanc program eep letter agricultur secretari richard lyng nawg state strong support eep offer moscow believ solid case continu exist soviet eep elig recent announc report soviet purchas u corn indic soviet willing purchas u grain competit price nawg said consequ believ import renew u eep offer reason possibl ensur mutual adher term ussoviet grain agreement letter said
